key,base,offset,value,default_type,default,default_ispublic,defaults_blendalpha,tv_type,tv,tv_ispublic,tv_blendalpha,watch_type,watch,watch_ispublic,watch_blendalpha
THEME_OHOS_DIMENS_DEFAULT_END,THEME_SPACE_SCREEN_KEY_BASE,2,702,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(11.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_MAX_END,THEME_SPACE_SCREEN_KEY_BASE,3,703,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(26.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_DEFAULT_TOP,THEME_SPACE_SCREEN_KEY_BASE,4,704,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(27.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_DEFAULT_BOTTOM_FLEXIBLE,THEME_SPACE_SCREEN_KEY_BASE,5,705,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_DIMENS_DEFAULT_BOTTOM_FIXED,THEME_SPACE_SCREEN_KEY_BASE,6,706,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(27.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(36.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_DIALOG_START,THEME_SPACE_SPECIAL_KEY_BASE,,720,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",FALSE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_DIMENS_DIALOG_END,THEME_SPACE_SPECIAL_KEY_BASE,1,721,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",FALSE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_DIMENS_DIALOG_BOTTOM,THEME_SPACE_SPECIAL_KEY_BASE,2,722,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",FALSE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_DIMENS_NOTIFICATION_START,THEME_SPACE_SPECIAL_KEY_BASE,3,723,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",FALSE,,,,,,,,,
THEME_OHOS_DIMENS_NOTIFICATION_END,THEME_SPACE_SPECIAL_KEY_BASE,4,724,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",FALSE,,,,,,,,,
THEME_OHOS_DIMENS_CARD_START,THEME_SPACE_SPECIAL_KEY_BASE,5,725,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_DIMENS_CARD_END,THEME_SPACE_SPECIAL_KEY_BASE,6,726,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_DIMENS_CARD_MIDDLE,THEME_SPACE_SPECIAL_KEY_BASE,7,727,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_DIMENS_TEXT_VERTICAL,THEME_SPACE_TEXT_KEY_BASE,,740,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_TEXT_HORIZONTAL,THEME_SPACE_TEXT_KEY_BASE,1,741,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_TEXT_MARGIN_PRIMARY,THEME_SPACE_TEXT_KEY_BASE,2,742,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(32.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_TEXT_MARGIN_SECONDARY,THEME_SPACE_TEXT_KEY_BASE,3,743,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_TEXT_MARGIN_TERTIARY,THEME_SPACE_TEXT_KEY_BASE,4,744,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(6.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_TEXT_MARGIN_FOURTH,THEME_SPACE_TEXT_KEY_BASE,5,745,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_DIMENS_TEXT_MARGIN_FIFTH,THEME_SPACE_TEXT_KEY_BASE,6,746,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_DIMENS_ELEMENT_VERTICAL_LARGE,THEME_SPACE_COMPONENT_KEY_BASE,,760,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_ELEMENT_VERTICAL_MIDDLE,THEME_SPACE_COMPONENT_KEY_BASE,1,761,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(6.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_ELEMENT_HORIZONTAL_LARGE,THEME_SPACE_COMPONENT_KEY_BASE,2,762,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(26.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_ELEMENT_HORIZONTAL_MIDDLE,THEME_SPACE_COMPONENT_KEY_BASE,3,763,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_SPACE_SHORT,THEME_SPACE_LINE_KEY_BASE,,780,ThemeConstantsType::DOUBLE,1.1,TRUE,,,,,,ThemeConstantsType::DOUBLE,1.2,TRUE,
THEME_OHOS_TEXT_SIZE_SPACE_LARGE,THEME_SPACE_LINE_KEY_BASE,1,781,ThemeConstantsType::DOUBLE,1.4,TRUE,,,,,,ThemeConstantsType::DOUBLE,1.2,TRUE,
THEME_APP_BACKGROUND,THEME_KEY_BASE,900,900,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xff202020),TRUE,,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,
THEME_SELECT_KEY_BASE,THEME_KEY_BASE,1000,1000,,,,,,,,,,,,
THEME_SELECT_CLICKED_COLOR,THEME_SELECT_KEY_BASE,,1000,ThemeConstantsType::COLOR,Color(0x19000000),TRUE,,ThemeConstantsType::COLOR,Color(0xE6FFFFFF),TRUE,,,,,
THEME_SELECT_DISABLED_COLOR,THEME_SELECT_KEY_BASE,1,1001,ThemeConstantsType::COLOR,Color(0x5C000000),TRUE,,,,,,,,,
THEME_SELECT_SELECTED_COLOR,THEME_SELECT_KEY_BASE,2,1002,ThemeConstantsType::COLOR,Color(0x19254FF7),TRUE,,,,,,,,,
THEME_SELECT_FONT_SIZE,THEME_SELECT_KEY_BASE,3,1003,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BUTTON1,TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::FP)",,,,,,
THEME_SELECT_FONT_COLOR,THEME_SELECT_KEY_BASE,4,1004,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_TEXT_PRIMARY,TRUE,,ThemeConstantsType::COLOR,Color(0xE6FFFFFF),TRUE,,,,,
THEME_SELECT_NORMAL_PADDING,THEME_SELECT_KEY_BASE,5,1005,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",,,,,,,,,,
THEME_SELECT_POPUP_SPACING_HORIZONTAL,THEME_SELECT_KEY_BASE,6,1006,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",,,,,,
THEME_SELECT_POPUP_SPACING_VERTICAL,THEME_SELECT_KEY_BASE,7,1007,ThemeConstantsType::DIMENSION,"Dimension(27.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(27.0, DimensionUnit::VP)",,,,,,
THEME_SELECT_POPUP_SPACING_CONTENT,THEME_SELECT_KEY_BASE,8,1008,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,,,,
THEME_SELECT_IS_TV,THEME_SELECT_KEY_BASE,9,1009,ThemeConstantsType::INT,static_cast<int32_t>(false),,,ThemeConstantsType::INT,static_cast<int32_t>(true),,,,,,
THEME_SELECT_ITSELF_RRECT_SIZE,THEME_SELECT_KEY_BASE,10,1010,ThemeConstantsType::REFERENCE,THEME_OHOS_CORNER_RADIUS_CLICKED,,,,,,,,,,
THEME_SELECT_ITSELF_ICON_SIZE,THEME_SELECT_KEY_BASE,11,1011,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_SELECT_POPUP_RRECT_SIZE,THEME_SELECT_KEY_BASE,12,1012,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_SELECT_POPUP_BORDER_WIDTH,THEME_SELECT_KEY_BASE,13,1013,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",,,,,,
THEME_SELECT_POPUP_SHADOW_WIDTH,THEME_SELECT_KEY_BASE,14,1014,ThemeConstantsType::DIMENSION,"Dimension(60.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",,,,,,
THEME_SELECT_POPUP_MIN_WIDTH,THEME_SELECT_KEY_BASE,15,1015,ThemeConstantsType::DIMENSION,"Dimension(136.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(284.0, DimensionUnit::VP)",TRUE,,,,,
THEME_SELECT_OPTION_SHOW_COUNT,THEME_SELECT_KEY_BASE,16,1016,ThemeConstantsType::INT,INT32_MAX,,,,,,,,,,
THEME_SELECT_OPTION_FOCUSED_DISABLE_COLOR,THEME_SELECT_KEY_BASE,17,1017,ThemeConstantsType::COLOR,Color(0x5DFFFFFF),,,ThemeConstantsType::COLOR,Color(0x5DFFFFFF),,,,,,
THEME_SELECT_OPTION_FOCUSED_DISABLE_TEXT_COLOR,THEME_SELECT_KEY_BASE,18,1018,ThemeConstantsType::COLOR,Color(0x66000000),,,ThemeConstantsType::COLOR,Color(0x5D000000),,,,,,
THEME_SELECT_OPTION_DISABLE_COLOR,THEME_SELECT_KEY_BASE,19,1019,ThemeConstantsType::COLOR,Color(0x32FFFFFF),,,ThemeConstantsType::COLOR,Color(0x32FFFFFF),,,,,,
THEME_SELECT_OPTION_DISABLE_TEXT_COLOR,THEME_SELECT_KEY_BASE,20,1020,ThemeConstantsType::COLOR,Color(0x5DFFFFFF),,,ThemeConstantsType::COLOR,Color(0x5DFFFFFF),,,,,,
THEME_BUTTON_KEY_BASE,THEME_KEY_BASE,1100,1100,,,,,,,,,,,,
THEME_BUTTON_BACKGROUND_COLOR,THEME_BUTTON_KEY_BASE,,1100,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0x33ffffff),TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_CONTROL_NORMAL,TRUE,
THEME_BUTTON_FOCUS_COLOR,THEME_BUTTON_KEY_BASE,1,1101,ThemeConstantsType::COLOR,Color(0x0c000000),,,ThemeConstantsType::REFERENCE,THEME_OHOS_CONTROL_FOCUSED,,,,,,
THEME_BUTTON_DISABLED_COLOR,THEME_BUTTON_KEY_BASE,2,1102,ThemeConstantsType::COLOR,Color(0x660a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0x13ffffff),TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_CONTROL_NORMAL,TRUE,
THEME_BUTTON_DISABLED_ALPHA,THEME_BUTTON_KEY_BASE,3,1103,ThemeConstantsType::DOUBLE,0.4,,,ThemeConstantsType::REFERENCE,THEME_OHOS_DISABLED_ALPHA,,,ThemeConstantsType::REFERENCE,THEME_OHOS_DISABLED_ALPHA,,
THEME_BUTTON_CLICKED_COLOR,THEME_BUTTON_KEY_BASE,4,1104,ThemeConstantsType::COLOR,Color(0x19000000),,,,,,,ThemeConstantsType::COLOR,Color(0xff3b3b3b),,
THEME_BUTTON_HOVER_COLOR,THEME_BUTTON_KEY_BASE,5,1105,ThemeConstantsType::COLOR,Color(0x0c000000),,,,,,,,,,
THEME_BUTTON_BORDER_COLOR,THEME_BUTTON_KEY_BASE,6,1106,ThemeConstantsType::COLOR,Color(0x66FFFFFF),,,,,,,,,,
THEME_BUTTON_DOWNLOAD_BG_COLOR,THEME_BUTTON_KEY_BASE,7,1107,ThemeConstantsType::COLOR,Color(0x33ffffff),TRUE,,,,,,,,,
THEME_BUTTON_TEXT_BASE,THEME_BUTTON_KEY_BASE,20,1120,,,,,,,,,,,,
THEME_BUTTON_TEXT_FOCUS_COLOR,THEME_BUTTON_TEXT_BASE,,1120,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_PRIMARY_INVERSE,TRUE,,,,,
THEME_BUTTON_TEXT_COLOR,THEME_BUTTON_TEXT_BASE,1,1121,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_TEXT_PRIMARY,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_FUNCTIONAL_BLUE,TRUE,
THEME_BUTTON_TEXT_DISABLED_COLOR,THEME_BUTTON_TEXT_BASE,2,1122,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE,TRUE,0.4,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE_DISABLE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_FUNCTIONAL_BLUE,TRUE,0.38
THEME_BUTTON_TEXT_WAITING_COLOR,THEME_BUTTON_TEXT_BASE,3,1123,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_PRIMARY_INVERSE,TRUE,0.38,,,,
THEME_BUTTON_TEXT_FONTSIZE,THEME_BUTTON_TEXT_BASE,4,1124,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BUTTON1,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BUTTON1,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BUTTON2,TRUE,
THEME_BUTTON_TEXT_FONTSIZE_MIN,THEME_BUTTON_TEXT_BASE,5,1125,ThemeConstantsType::DIMENSION,"Dimension(9.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(13.0, DimensionUnit::FP)",TRUE,
THEME_BUTTON_TEXT_FONTWEIGHT,THEME_BUTTON_TEXT_BASE,6,1126,ThemeConstantsType::INT,static_cast<int32_t>(FontWeight::W500),TRUE,,,,,,ThemeConstantsType::INT,static_cast<int32_t>(FontWeight::W500),TRUE,
THEME_BUTTON_TEXT_MAX_LINES,THEME_BUTTON_TEXT_BASE,7,1127,ThemeConstantsType::INT,1,TRUE,,,,,,,,,
THEME_BUTTON_NORMAL_TEXT_COLOR,THEME_BUTTON_TEXT_BASE,8,1128,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,,,,,,,,
THEME_BUTTON_DOWNLOAD_TEXT_COLOR,THEME_BUTTON_TEXT_BASE,9,1129,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,,,,,
THEME_BUTTON_DOWNLOAD_TEXT_FONTSIZE,THEME_BUTTON_TEXT_BASE,10,1130,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::FP)",TRUE,,,,,,,,,
THEME_BUTTON_SIZE_BASE,THEME_BUTTON_KEY_BASE,40,1140,,,,,,,,,,,,
THEME_BUTTON_RADIUS,THEME_BUTTON_SIZE_BASE,,1140,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,
THEME_BUTTON_MIN_WIDTH,THEME_BUTTON_SIZE_BASE,1,1141,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(104.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(116.0, DimensionUnit::VP)",TRUE,
THEME_BUTTON_HEIGHT,THEME_BUTTON_SIZE_BASE,2,1142,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(36.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,
THEME_BUTTON_PADDING_HORIZONTAL,THEME_BUTTON_SIZE_BASE,3,1143,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,
THEME_BUTTON_PADDING_VERTICAL,THEME_BUTTON_SIZE_BASE,4,1144,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_BUTTON_CIRCLE_MIN_DIAMETER,THEME_BUTTON_SIZE_BASE,5,1145,ThemeConstantsType::DIMENSION,"Dimension(52.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(52.0, DimensionUnit::VP)",,
THEME_BUTTON_CIRCLE_MIN_ICON_SIZE,THEME_BUTTON_SIZE_BASE,6,1146,ThemeConstantsType::DIMENSION,"Dimension(28.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(28.0, DimensionUnit::VP)",,
THEME_BUTTON_CIRCLE_MIN_PADDING,THEME_BUTTON_SIZE_BASE,7,1147,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",,
THEME_BUTTON_CIRCLE_MAX_DIAMETER,THEME_BUTTON_SIZE_BASE,8,1148,ThemeConstantsType::DIMENSION,"Dimension(76.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(76.0, DimensionUnit::VP)",,
THEME_BUTTON_CIRCLE_MAX_ICON_SIZE,THEME_BUTTON_SIZE_BASE,9,1149,ThemeConstantsType::DIMENSION,"Dimension(38.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(38.0, DimensionUnit::VP)",,
THEME_BUTTON_CIRCLE_MAX_PADDING,THEME_BUTTON_SIZE_BASE,10,1150,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::VP)",,,,,,,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::VP)",,
THEME_BUTTON_BORDER_WIDTH,THEME_BUTTON_SIZE_BASE,11,1151,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",,,,,,,,,,
THEME_BUTTON_DOWNLOAD_HEIGHT,THEME_BUTTON_SIZE_BASE,12,1152,ThemeConstantsType::DIMENSION,"Dimension(28.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_BUTTON_PROGRESS_BASE,THEME_BUTTON_KEY_BASE,60,1160,,,,,,,,,,,,
THEME_BUTTON_PROGRESS_FOCUS_COLOR,THEME_BUTTON_PROGRESS_BASE,1,1161,ThemeConstantsType::COLOR,Color(0xff9e9e9e),,,ThemeConstantsType::COLOR,Color(0x33000000),,,,,,
THEME_BUTTON_DOWNLOAD_BORDER_COLOR,THEME_BUTTON_PROGRESS_BASE,2,1162,ThemeConstantsType::COLOR,Color(0x330a59f7),,,ThemeConstantsType::COLOR,Color(0xe5ffffff),,,,,,
THEME_BUTTON_PROGRESS_COLOR,THEME_BUTTON_PROGRESS_BASE,3,1163,ThemeConstantsType::COLOR,Color(0xffffffff),,,ThemeConstantsType::COLOR,Color(0xff282828),,,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_PROGRESS,,
THEME_BUTTON_PROGRESS_DIAMETER,THEME_BUTTON_PROGRESS_BASE,4,1164,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(38.0, DimensionUnit::VP)",,
THEME_BUTTON_DOWNLOAD_PROGRESS_COLOR,THEME_BUTTON_PROGRESS_BASE,5,1165,ThemeConstantsType::COLOR,Color(0x330a59f7),,,ThemeConstantsType::COLOR,Color(0x33ffffff),,,,,,
THEME_BUTTON_INNER_PADDING,THEME_BUTTON_PROGRESS_BASE,6,1166,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",,,,,,,,,,
THEME_CHECKBOX_KEY_BASE,THEME_KEY_BASE,1200,1200,,,,,,,,,,,,
THEME_CHECKBOX_POINT_COLOR,THEME_CHECKBOX_KEY_BASE,,1200,ThemeConstantsType::COLOR,Color(0xFFFFFFFF),,,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG_INVERSE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_FG,TRUE,
THEME_CHECKBOX_ACTIVE_COLOR,THEME_CHECKBOX_KEY_BASE,1,1201,ThemeConstantsType::COLOR,Color(0xFF0A59F7),TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_ACCENT_INVERSE,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_ACCENT,TRUE,
THEME_CHECKBOX_INACTIVE_COLOR,THEME_CHECKBOX_KEY_BASE,2,1202,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99FFFFFF),TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_SECONDARY,TRUE,
THEME_CHECKBOX_FOCUS_COLOR,THEME_CHECKBOX_KEY_BASE,3,1203,ThemeConstantsType::REFERENCE,THEME_OHOS_FOCUSED_COLOR_2,,,ThemeConstantsType::COLOR,Color(0x99000000),,,,,,
THEME_CHECKBOX_SIZE,THEME_CHECKBOX_KEY_BASE,4,1204,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(46.0, DimensionUnit::VP)",TRUE,
THEME_CHECKBOX_HOTZONE_PADDING,THEME_CHECKBOX_KEY_BASE,5,1205,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",,
THEME_CHECKBOX_BORDER_RADIUS,THEME_CHECKBOX_KEY_BASE,6,1206,ThemeConstantsType::REFERENCE,THEME_OHOS_CORNER_RADIUS_CHECKBOX,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_CORNER_RADIUS_CHECKBOX,TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,
THEME_CHECKBOX_BORDER_WIDTH,THEME_CHECKBOX_KEY_BASE,7,1207,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",TRUE,
THEME_CHECKBOX_STROKE_WIDTH,THEME_CHECKBOX_KEY_BASE,8,1208,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,
THEME_CHECKBOX_DEFAULT_SIZE,THEME_CHECKBOX_KEY_BASE,9,1209,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",,,ThemeConstantsType::DIMENSION,"Dimension(46.0, DimensionUnit::VP)",,
THEME_CHECKBOX_NEED_FOCUS,THEME_CHECKBOX_KEY_BASE,10,1210,ThemeConstantsType::INT,static_cast<int32_t>(false),,,ThemeConstantsType::INT,static_cast<int32_t>(true),,,ThemeConstantsType::INT,static_cast<int32_t>(false),,
