key,base,offset,value,default_type,default,default_ispublic,defaults_blendalpha,tv_type,tv,tv_ispublic,tv_blendalpha,watch_type,watch,watch_ispublic,watch_blendalpha
THEME_TOGGLE_PRESSED_BLEND_COLOR,THEME_TOGGLE_BASE,10,3910,ThemeConstantsType::REFERENCE,THEME_CLICKEFFIC_DEFAULT_COLOR_OHOS,TRUE,,,,,,,,,
THEME_CLOCK_BASE,THEME_KEY_BASE,4000,4000,,,,,,,,,,,,
THEME_CLOCK_DEFAULT_SIZE,THEME_CLOCK_BASE,1,4001,ThemeConstantsType::DIMENSION,"Dimension(150.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_BASE,THEME_KEY_BASE,4100,4100,,,,,,,,,,,,
THEME_PIECE_HEIGHT,THEME_PIECE_BASE,1,4101,ThemeConstantsType::DIMENSION,"Dimension(28.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_PADDING_VERTICAL,THEME_PIECE_BASE,2,4102,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_PADDING_HORIZONTAL,THEME_PIECE_BASE,3,4103,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_BACKGROUND_COLOR,THEME_PIECE_BASE,4,4104,ThemeConstantsType::COLOR,Color(0x0C000000),TRUE,,,,,,,,,
THEME_PIECE_TEXT_LINES,THEME_PIECE_BASE,5,4105,ThemeConstantsType::INT,1,TRUE,,,,,,,,,
THEME_PIECE_TEXT_COLOR,THEME_PIECE_BASE,6,4106,ThemeConstantsType::COLOR,Color(0xE6000000),TRUE,,,,,,,,,
THEME_PIECE_FONT_SIZE,THEME_PIECE_BASE,7,4107,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::FP)",TRUE,,,,,,,,,
THEME_PIECE_FONT_WEIGHT,THEME_PIECE_BASE,8,4108,ThemeConstantsType::INT,static_cast<int32_t>(FontWeight::W500),TRUE,,,,,,,,,
THEME_PIECE_INTERVAL,THEME_PIECE_BASE,9,4109,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_ICON_SOURCE,THEME_PIECE_BASE,10,4110,ThemeConstantsType::RESOURCE_ID,InternalResource::ResourceId::PIECE_DELETE_SVG,,,,,,,,,,
THEME_PIECE_ICON_SIZE,THEME_PIECE_BASE,11,4111,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_PIECE_HOVER_COLOR,THEME_PIECE_BASE,12,4112,ThemeConstantsType::COLOR,Color(0x0C000000),TRUE,,,,,,,,,
THEME_STEPPER_BASE,THEME_KEY_BASE,4200,4200,,,,,,,,,,,,
THEME_STEPPER_TEXT_COLOR,THEME_STEPPER_BASE,1,4201,ThemeConstantsType::COLOR,Color(0xe6000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe6000000),TRUE,,,,,
THEME_STEPPER_TEXT_FONTSIZE,THEME_STEPPER_BASE,2,4202,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BODY1,TRUE,,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_BODY1,TRUE,,,,,
THEME_STEPPER_TEXT_FONTWEIGHT,THEME_STEPPER_BASE,3,4203,ThemeConstantsType::INT,static_cast<int32_t>(FontWeight::W500),TRUE,,ThemeConstantsType::INT,static_cast<int32_t>(FontWeight::W500),TRUE,,,,,
THEME_STEPPER_TEXT_FONTSIZE_MIN,THEME_STEPPER_BASE,4,4204,ThemeConstantsType::DIMENSION,"Dimension(9.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(9.0, DimensionUnit::FP)",TRUE,,,,,
THEME_STEPPER_TEXT_MAX_LINES,THEME_STEPPER_BASE,5,4205,ThemeConstantsType::INT,2,TRUE,,ThemeConstantsType::INT,2,TRUE,,,,,
THEME_STEPPER_DEFAULT_PADDING_START,THEME_STEPPER_BASE,6,4206,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_DEFAULT_PADDING_END,THEME_STEPPER_BASE,7,4207,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_PROGRESS_COLOR,THEME_STEPPER_BASE,8,4208,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,
THEME_STEPPER_PROGRESS_DIAMETER,THEME_STEPPER_BASE,9,4209,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_ARROW_WIDTH_DIAMETER,THEME_STEPPER_BASE,10,4210,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_ARROW_HEIGHT_DIAMETER,THEME_STEPPER_BASE,11,4211,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_ARROW_COLOR,THEME_STEPPER_BASE,12,4212,ThemeConstantsType::COLOR,Color(0xe6000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe6000000),TRUE,,,,,
THEME_STEPPER_DISABLED_COLOR,THEME_STEPPER_BASE,13,4213,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x9effffff),TRUE,,,,,
THEME_STEPPER_RADIUS,THEME_STEPPER_BASE,14,4214,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_BUTTON_PRESSED_COLOR,THEME_STEPPER_BASE,15,4215,ThemeConstantsType::REFERENCE,THEME_CLICKEFFIC_DEFAULT_COLOR_OHOS,TRUE,,ThemeConstantsType::REFERENCE,THEME_CLICKEFFIC_DEFAULT_COLOR_OHOS,TRUE,,,,,
THEME_STEPPER_BUTTON_PRESSED_HEIGHT,THEME_STEPPER_BASE,16,4216,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_CONTROL_HEIGHT,THEME_STEPPER_BASE,17,4217,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_CONTROL_MARGIN,THEME_STEPPER_BASE,18,4218,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_CONTROL_PADDING,THEME_STEPPER_BASE,19,4219,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_FOCUS_COLOR,THEME_STEPPER_BASE,20,4220,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,,,,
THEME_STEPPER_FOCUS_BORDER_WIDTH,THEME_STEPPER_BASE,21,4221,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,,,,,
THEME_STEPPER_MOUSE_HOVER_COLOR,THEME_STEPPER_BASE,22,4222,ThemeConstantsType::COLOR,Color(0x0c000000),TRUE,,ThemeConstantsType::COLOR,Color(0x0c000000),TRUE,,,,,
THEME_STEPPER_DISABLED_ALPHA,THEME_STEPPER_BASE,23,4223,ThemeConstantsType::DOUBLE,0.4,TRUE,,,,,,,,,
THEME_DATA_PANEL_BASE,THEME_KEY_BASE,4300,4300,,,,,,,,,,,,
THEME_DATA_PANEL_BACKGROUND_COLOR,THEME_DATA_PANEL_BASE,1,4301,ThemeConstantsType::COLOR,Color(0x4C000000),TRUE,,,,,,,,,
THEME_DATA_PANEL_PROGRESS_START_COLOR,THEME_DATA_PANEL_BASE,2,4302,ThemeConstantsType::COLOR,Color(0xFF86C1FF),TRUE,,,,,,,,,
THEME_DATA_PANEL_PROGRESS_END_COLOR,THEME_DATA_PANEL_BASE,3,4303,ThemeConstantsType::COLOR,Color(0xFF254FF7),TRUE,,,,,,,,,
THEME_DATA_PANEL_LOADING_START_COLOR,THEME_DATA_PANEL_BASE,4,4304,ThemeConstantsType::COLOR,Color(0x0086C1FF),TRUE,,,,,,,,,
THEME_DATA_PANEL_LOADING_END_COLOR,THEME_DATA_PANEL_BASE,5,4305,ThemeConstantsType::COLOR,Color(0xFF254FF7),TRUE,,,,,,,,,
THEME_DATA_PANEL_THICKNESS,THEME_DATA_PANEL_BASE,6,4306,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_DATA_PANEL_HEIGHT,THEME_DATA_PANEL_BASE,7,4307,ThemeConstantsType::DIMENSION,"Dimension(252.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_DATA_PANEL_WIDTH,THEME_DATA_PANEL_BASE,8,4308,ThemeConstantsType::DIMENSION,"Dimension(252.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_1_START,THEME_DATA_PANEL_BASE,9,4309,ThemeConstantsType::COLOR,Color(0xFFF7CE00),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_2_START,THEME_DATA_PANEL_BASE,10,4310,ThemeConstantsType::COLOR,Color(0xFFF76223),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_3_START,THEME_DATA_PANEL_BASE,11,4311,ThemeConstantsType::COLOR,Color(0xFFF772AC),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_4_START,THEME_DATA_PANEL_BASE,12,4312,ThemeConstantsType::COLOR,Color(0xFFA575EB),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_5_START,THEME_DATA_PANEL_BASE,13,4313,ThemeConstantsType::COLOR,Color(0xFF7B79F7),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_6_START,THEME_DATA_PANEL_BASE,14,4314,ThemeConstantsType::COLOR,Color(0xFF4B8AF3),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_7_START,THEME_DATA_PANEL_BASE,15,4315,ThemeConstantsType::COLOR,Color(0xFF73C1E6),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_8_START,THEME_DATA_PANEL_BASE,16,4316,ThemeConstantsType::COLOR,Color(0xFFA5D61D),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_9_START,THEME_DATA_PANEL_BASE,17,4317,ThemeConstantsType::COLOR,Color(0xFFA2A2B0),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_1_END,THEME_DATA_PANEL_BASE,18,4318,ThemeConstantsType::COLOR,Color(0xFFF99B11),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_2_END,THEME_DATA_PANEL_BASE,19,4319,ThemeConstantsType::COLOR,Color(0xFFF2400A),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_3_END,THEME_DATA_PANEL_BASE,20,4320,ThemeConstantsType::COLOR,Color(0xFFE65392),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_4_END,THEME_DATA_PANEL_BASE,21,4321,ThemeConstantsType::COLOR,Color(0xFFA12DF7),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_5_END,THEME_DATA_PANEL_BASE,22,4322,ThemeConstantsType::COLOR,Color(0xFF4B48F7),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_6_END,THEME_DATA_PANEL_BASE,23,4323,ThemeConstantsType::COLOR,Color(0xFF007DFF),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_7_END,THEME_DATA_PANEL_BASE,24,4324,ThemeConstantsType::COLOR,Color(0xFF4FB4E3),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_8_END,THEME_DATA_PANEL_BASE,25,4325,ThemeConstantsType::COLOR,Color(0xFF69D14F),TRUE,,,,,,,,,
THEME_DATA_PANEL_CONFIG_COLOR_9_END,THEME_DATA_PANEL_BASE,26,4326,ThemeConstantsType::COLOR,Color(0xFF8E8E93),TRUE,,,,,,,,,
THEME_BADGE_BASE,THEME_KEY_BASE,4400,4400,,,,,,,,,,,,
THEME_BADGE_COLOR,THEME_BADGE_BASE,1,4401,ThemeConstantsType::REFERENCE,THEME_OHOS_BADGE_RED,TRUE,,,,,,,,,
THEME_BADGE_MESSAGECOUNT,THEME_BADGE_BASE,2,4402,ThemeConstantsType::INT,0,TRUE,,,,,,,,,
THEME_BADGE_POSITION,THEME_BADGE_BASE,3,4403,ThemeConstantsType::INT,static_cast<int32_t>(BadgePosition::RIGHT_TOP),TRUE,,,,,,,,,
THEME_BADGE_SHOWMESSAGE,THEME_BADGE_BASE,4,4404,ThemeConstantsType::INT,static_cast<int32_t>(false),TRUE,,,,,,,,,
THEME_BADGE_TEXT_COLOR,THEME_BADGE_BASE,5,4405,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_PRIMARY_INVERSE,TRUE,,,,,,,,,
THEME_BADGE_TEXT_FONT_SIZE,THEME_BADGE_BASE,6,4406,ThemeConstantsType::REFERENCE,THEME_OHOS_TEXT_SIZE_CAPTION,TRUE,,,,,,,,,
THEME_TOOLBAR_BASE,THEME_KEY_BASE,4500,4500,,,,,,,,,,,,
THEME_TOOL_BAR_TEXT_FONTSIZE,THEME_TOOLBAR_BASE,1,4501,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::FP)",,,,,,,,,,
THEME_TOOL_BAR_TEXT_COLOR,THEME_TOOLBAR_BASE,2,4502,ThemeConstantsType::COLOR,Color(0xE5000000),TRUE,,,,,,,,,
THEME_TOOL_BAR_ITEM_ICON_WIDTH,THEME_TOOLBAR_BASE,3,4503,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_ICON_HEIGHT,THEME_TOOLBAR_BASE,4,4504,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_ICON_LEFT,THEME_TOOLBAR_BASE,5,4505,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_ICON_TOP,THEME_TOOLBAR_BASE,6,4506,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_ICON_RIGHT,THEME_TOOLBAR_BASE,7,4507,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_ICON_BOTTOM,THEME_TOOLBAR_BASE,8,4508,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_TEXT_LEFT,THEME_TOOLBAR_BASE,9,4509,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_TEXT_TOP,THEME_TOOLBAR_BASE,10,4510,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_TEXT_RIGHT,THEME_TOOLBAR_BASE,11,4511,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_PADDING_TEXT_BOTTOM,THEME_TOOLBAR_BASE,12,4512,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_BG_COLOR,THEME_TOOLBAR_BASE,13,4513,ThemeConstantsType::COLOR,Color(0xFFFFFFFF),TRUE,,,,,,,,,
THEME_TOOL_BAR_ITEM_FOCUS_COLOR,THEME_TOOLBAR_BASE,14,4514,ThemeConstantsType::COLOR,Color(0xe6254FF7),TRUE,,,,,,,,,
THEME_TOOL_BAR_ITEM_BACKGROUND_COLOR,THEME_TOOLBAR_BASE,15,4515,ThemeConstantsType::COLOR,Color(0x19F1F3F5),TRUE,,,,,,,,,
THEME_TOOL_BAR_ITEM_HOVER_COLOR,THEME_TOOLBAR_BASE,16,4516,ThemeConstantsType::COLOR,Color(0x0C000000),TRUE,,,,,,,,,
THEME_TOOL_BAR_ITEM_PRESS_COLOR,THEME_TOOLBAR_BASE,17,4517,ThemeConstantsType::COLOR,Color(0x19000000),TRUE,,,,,,,,,
THEME_TOOL_BAR_TEXT_MIN_FONTSIZE,THEME_TOOLBAR_BASE,18,4518,ThemeConstantsType::DIMENSION,"Dimension(9.0, DimensionUnit::FP)",,,,,,,,,,
THEME_TOOL_BAR_ITEM_RADIUS,THEME_TOOLBAR_BASE,19,4519,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",,,,,,,,,,
THEME_TOOL_BAR_ENDITEM_COLOR,THEME_TOOLBAR_BASE,20,4520,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_CARD_BASE,THEME_KEY_BASE,4600,4600,,,,,,,,,,,,
THEME_CARD_BORDER_RADIUS,THEME_CARD_BASE,1,4601,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_CARD_BACKGROUND_COLOR,THEME_CARD_BASE,2,4602,ThemeConstantsType::COLOR,Color(0xff202224),TRUE,,,,,,,,,
THEME_CARD_BLUR_RADIUS,THEME_CARD_BASE,3,4603,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::PX)",TRUE,,,,,,,,,
THEME_QRCODE_BASE,THEME_KEY_BASE,4700,4700,,,,,,,,,,,,
THEME_QRCODE_BACKGROUND_COLOR,THEME_QRCODE_BASE,1,4701,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,,,,,,,,
THEME_QRCODE_COLOR,THEME_QRCODE_BASE,2,4702,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_QRCODE_TYPE,THEME_QRCODE_BASE,3,4703,ThemeConstantsType::INT,static_cast<int32_t>(QrcodeType::RECT),TRUE,,,,,,,,,
THEME_QRCODE_SIZE,THEME_QRCODE_BASE,4,4704,ThemeConstantsType::DIMENSION,"Dimension(200.0, DimensionUnit::PX)",TRUE,,,,,,,,,
THEME_CAMERA_BASE,THEME_KEY_BASE,4800,4800,,,,,,,,,,,,
THEME_CAMERA_BUFFER_WIDTH,THEME_CAMERA_BASE,1,4801,ThemeConstantsType::DIMENSION,"Dimension(1080.0, DimensionUnit::PX)",TRUE,,,,,,,,,
THEME_CAMERA_BUFFER_HEIGHT,THEME_CAMERA_BASE,2,4802,ThemeConstantsType::DIMENSION,"Dimension(1920.0, DimensionUnit::PX)",TRUE,,,,,,,,,
THEME_IMAGE_BASE,THEME_KEY_BASE,4900,4900,,,,,,,,,,,,
THEME_IMAGE_FILL_COLOR,THEME_IMAGE_BASE,1,4901,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,
THEME_COUNTER_BASE,THEME_KEY_BASE,5000,5000,,,,,,,,,,,,
THEME_COUNTER_TITLE_FONTSIZE,THEME_COUNTER_BASE,1,5001,ThemeConstantsType::DIMENSION,"Dimension(15.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_COUNTER_FONTCOLOR,THEME_COUNTER_BASE,2,5002,ThemeConstantsType::COLOR,Color(0xff191919),TRUE,,,,,,,,,
THEME_COUNTER_BACKGROUND_COLOR,THEME_COUNTER_BASE,3,5003,ThemeConstantsType::COLOR,Color(0xFFFFFFFF),TRUE,,,,,,,,,
THEME_DRAG_BAR_BASE,THEME_KEY_BASE,5100,5100,,,,,,,,,,,,
THEME_DRAG_BAR_COLOR,THEME_DRAG_BAR_BASE,1,5101,ThemeConstantsType::COLOR,Color(0xffb3b3b3),TRUE,,,,,,,,,
THEME_SEMI_MODAL_BASE,THEME_KEY_BASE,5200,5200,,,,,,,,,,,,
THEME_SEMI_MODAL_BACKGROUND_COLOR,THEME_SEMI_MODAL_BASE,1,5201,ThemeConstantsType::COLOR,Color(0xfff7f7f7),TRUE,,,,,,,,,
