// single phase coef Number:=40,    upsample factor:=80,     downsample factor:=147
    0,   -5,  -41, -114, -125,   34,  196,   20, -322, -140,  488,  364, -695, -754,  958, 1465,-1346,-3082, 2293,11931,15411, 8579, -558,-3059,  -77, 1666,  259, -977, -300,  560,  276, -294, -222,  130,  162,  -41, -138,  -87,  -23,   -1,
    0,   -5,  -40, -113, -126,   32,  195,   25, -319, -147,  482,  373, -683, -767,  935, 1481,-1302,-3097, 2181,11827,15436, 8704, -475,-3075, -119, 1667,  283, -974, -315,  556,  285, -291, -226,  127,  164,  -38, -138,  -88,  -23,   -1,
    0,   -4,  -40, -113, -127,   29,  195,   29, -317, -154,  476,  383, -671, -779,  913, 1496,-1258,-3112, 2070,11722,15460, 8827, -390,-3089, -161, 1668,  308, -971, -329,  552,  293, -287, -231,  124,  165,  -36, -138,  -89,  -24,   -1,
    0,   -4,  -39, -112, -128,   26,  194,   34, -314, -160,  470,  392, -659, -791,  890, 1510,-1214,-3125, 1960,11616,15482, 8951, -305,-3103, -203, 1669,  332, -968, -344,  548,  301, -283, -235,  121,  167,  -34, -138,  -90,  -24,   -1,
    0,   -4,  -38, -111, -129,   23,  194,   38, -312, -167,  464,  401, -646, -803,  866, 1524,-1170,-3136, 1851,11509,15503, 9074, -218,-3116, -245, 1669,  357, -964, -358,  544,  309, -279, -239,  118,  169,  -31, -138,  -91,  -25,   -1,
    0,   -4,  -38, -110, -129,   21,  193,   42, -309, -173,  457,  410, -634, -814,  843, 1537,-1125,-3147, 1743,11401,15521, 9196, -130,-3128, -288, 1668,  382, -960, -373,  539,  318, -275, -243,  115,  171,  -29, -138,  -92,  -25,   -2,
    0,   -4,  -37, -109, -130,   18,  192,   46, -306, -180,  451,  418, -621, -825,  820, 1550,-1081,-3156, 1635,11292,15538, 9318,  -42,-3138, -331, 1667,  406, -956, -387,  534,  326, -270, -247,  111,  172,  -26, -138,  -93,  -26,   -2,
    0,   -4,  -36, -108, -131,   15,  192,   51, -303, -186,  444,  427, -608, -835,  796, 1562,-1036,-3164, 1529,11182,15553, 9440,   49,-3148, -374, 1665,  431, -951, -402,  529,  334, -266, -251,  108,  174,  -24, -137,  -94,  -26,   -2,
    0,   -3,  -35, -107, -131,   13,  191,   55, -300, -192,  438,  435, -595, -846,  772, 1573, -992,-3171, 1423,11071,15566, 9560,  140,-3157, -417, 1662,  456, -946, -416,  524,  342, -261, -255,  104,  175,  -21, -137,  -95,  -27,   -2,
    0,   -3,  -35, -106, -132,   10,  190,   59, -297, -198,  431,  443, -582, -856,  748, 1583, -947,-3177, 1318,10960,15577, 9681,  232,-3165, -461, 1659,  480, -940, -430,  518,  349, -257, -259,  101,  177,  -19, -137,  -96,  -28,   -2,
    0,   -3,  -34, -105, -133,    7,  189,   63, -294, -204,  424,  451, -569, -865,  724, 1593, -903,-3182, 1214,10847,15586, 9801,  326,-3171, -504, 1655,  505, -934, -445,  512,  357, -252, -263,   97,  178,  -16, -137,  -97,  -28,   -2,
    0,   -3,  -33, -104, -133,    5,  188,   67, -291, -210,  417,  459, -555, -874,  700, 1603, -858,-3185, 1112,10734,15593, 9920,  420,-3177, -548, 1651,  529, -928, -459,  506,  365, -247, -267,   94,  180,  -14, -136,  -98,  -29,   -2,
    0,   -3,  -33, -104, -134,    2,  187,   71, -288, -215,  410,  466, -542, -883,  676, 1612, -814,-3187, 1010,10620,15599,10038,  516,-3181, -592, 1646,  554, -922, -473,  500,  373, -242, -270,   90,  181,  -11, -136,  -99,  -29,   -2,
    0,   -3,  -32, -103, -134,   -1,  186,   75, -284, -221,  403,  473, -528, -891,  652, 1620, -769,-3188,  909,10505,15603,10156,  613,-3185, -636, 1640,  579, -915, -487,  494,  380, -237, -274,   86,  182,   -9, -135, -100,  -30,   -2,
    4,   -3,  -31, -102, -135,   -3,  185,   79, -281, -226,  395,  480, -514, -900,  627, 1627, -725,-3188,  809,10389,15604,10273,  710,-3187, -680, 1634,  603, -907, -501,  487,  388, -232, -278,   83,  184,   -6, -135, -101,  -31,   -3,
